family,genus,species,accession,start_pos,end_pos
Flavobacteriaceae,Flavobacterium,Flavobacterium ummariense,HQ329187,1,1434
Flavobacteriaceae,Flavobacterium,Flavobacterium urocaniciphilum,AB795015,1,1468
Flavobacteriaceae,Flavobacterium,Flavobacterium urumqiense,HQ436467,1,1392
Flavobacteriaceae,Flavobacterium,Flavobacterium vireti,KM576853,1,1427
Flavobacteriaceae,Flavobacterium,Flavobacterium weaverense,AY581114,1,1436
Flavobacteriaceae,Flavobacterium,Flavobacterium xanthum,AF030380,1,1454
Flavobacteriaceae,Flavobacterium,Flavobacterium xinjiangense,AF433173,1,1466
Flavobacteriaceae,Flavobacterium,Flavobacterium xueshanense,HQ436466,1,1390
Flavobacteriaceae,Flavobacterium,Flavobacterium yanchengense,JX548325,1,1477
Flavobacteriaceae,Flavobacterium,Flavobacterium yonginense,GQ144413,1,1379
Unclassified Clostridiales,Flavonifractor,Flavonifractor plautii,AY724678,1,1465
Cytophagaceae,Flectobacillus,Flectobacillus lacus,DQ112352,1,1369
Cytophagaceae,Flectobacillus,Flectobacillus major,M62787,1,1476
Cytophagaceae,Flectobacillus,Flectobacillus rhizosphaerae,LN810638,1,1401
Cytophagaceae,Flectobacillus,Flectobacillus roseus,EU420062,1,1385
Cytophagaceae,Flexibacter,Flexibacter aurantiacus,M62792,1,1463
Cytophagaceae,Flexibacter,Flexibacter elegans,AB078048,1,1461
Cytophagaceae,Flexibacter,Flexibacter flexilis,M62794,1,1460
Cytophagaceae,Flexibacter,Flexibacter litoralis,AB078056,1,1483
Cytophagaceae,Flexibacter,Flexibacter polymorphus,AB078059,1,1481
Cytophagaceae,Flexibacter,Flexibacter roseolus,AB078062,1,1461
Cytophagaceae,Flexibacter,Flexibacter ruber,AB078065,1,1467
Anaerolineaceae,Flexilinea,Flexilinea flocculi,LC049585,1,1418
Deferribacteraceae,Flexistipes,Flexistipes sinusarabici,M59231,1,1498
Flammeovirgaceae,Flexithrix,Flexithrix dorotheae,AB078077,1,1478
Dermacoccaceae,Flexivirga,Flexivirga alba,AB539735,1,1483
Nocardioidaceae,Flindersiella,Flindersiella endophytica,FJ805430,1,1401
Moraxellaceae,Fluviicoccus,Fluviicoccus keumensis,KF891388,1,1405
Cryomorphaceae,Fluviicola,Fluviicola hefeinensis,JX077130,1,1446
Cryomorphaceae,Fluviicola,Fluviicola taffensis,AF493694,1,1484
Cytophagaceae,Fluviimonas,Fluviimonas pallidilutea,HE793031,1,1401
Intrasporangiaceae,Fodinibacter,Fodinibacter luteus,EU878005,1,1444
Balneolaceae,Fodinibius,Fodinibius salinus,HM153810,1,1466
Cryptosporangiaceae,Fodinicola,Fodinicola feengrottensis,EF490376,1,1441
Rhodospirillaceae,Fodinicurvata,Fodinicurvata fenggangensis,FJ357427,1,1389
Rhodospirillaceae,Fodinicurvata,Fodinicurvata halophila,HG764424,1,1392
Rhodospirillaceae,Fodinicurvata,Fodinicurvata sediminis,FJ357426,1,1407
Xenococcaceae,Foliisarcina,Foliisarcina bertiogensis,KT731153,1,1418
Paenibacillaceae,Fontibacillus,Fontibacillus aquaticus,DQ023221,1,1482
Paenibacillaceae,Fontibacillus,Fontibacillus panacisegetis,GQ303568,1,1445
Paenibacillaceae,Fontibacillus,Fontibacillus phaseoli,KF583881,1,1486
Paenibacillaceae,Fontibacillus,Fontibacillus solani,LN651195,1,1502
Cyclobacteriaceae,Fontibacter,Fontibacter ferrireducens,JQ348962,1,1488
Cyclobacteriaceae,Fontibacter,Fontibacter flavus,FN421478,1,1418
Clostridiaceae,Fonticella,Fonticella tunisiensis,HE604099,1,1503
Nevskiaceae,Fontimonas,Fontimonas thermophila,JN415769,1,1468
Chromobacteriaceae,Formivibrio,Formivibrio citricus,Y17602,1,1490
Flavobacteriaceae,Formosa,Formosa agariphila,AY187688,1,1430
Flavobacteriaceae,Formosa,Formosa algae,AY228461,1,1515
Flavobacteriaceae,Formosa,Formosa arctica,KF148059,1,1416
Flavobacteriaceae,Formosa,Formosa haliotis,LC005522,1,1483
Flavobacteriaceae,Formosa,Formosa spongicola,FJ348469,1,1394
Flavobacteriaceae,Formosa,Formosa undariae,KC832835,1,1442
Francisellaceae,Francisella,Francisella guangzhouensis,FJ591095,1,1449
Francisellaceae,Francisella,Francisella halioticida,JF290376,1,1421
Francisellaceae,Francisella,Francisella hispaniensis,FN252413,1,1474
Francisellaceae,Francisella,Francisella noatunensis subsp. noatunensis,DQ295795,1,1416
Francisellaceae,Francisella,Francisella noatunensis subsp. orientalis,EU683030,1,1459
Francisellaceae,Francisella,Francisella persica,CP012505,328957,330500
Francisellaceae,Francisella,Francisella philomiragia,AY928394,1,1518
Francisellaceae,Francisella,Francisella tularensis subsp. mediasiatica,CP000915,576207,577730
Francisellaceae,Francisella,Francisella tularensis subsp. novicida,AY928396,1,1520
Francisellaceae,Francisella,Francisella tularensis subsp. novicida,CP000439,476249,477772
Francisellaceae,Francisella,Francisella tularensis subsp. tularensis,Z21931,1,1521
Enterobacteriaceae,Franconibacter,Franconibacter helveticus,DQ273688,1,1245
Enterobacteriaceae,Franconibacter,Franconibacter pulveris,DQ273684,1,1325
Rhodanobacteraceae,Frateuria,Frateuria aurantia,AB091194,1,1535
Rhodanobacteraceae,Frateuria,Frateuria terrea,EU682683,1,1531
Pasteurellaceae,Frederiksenia,Frederiksenia canicola,JQ356598,1,1362
Hyphomonadaceae,Fretibacter,Fretibacter rubidus,JQ965646,1,1412
Synergistaceae,Fretibacterium,Fretibacterium fastidiosum,GQ149247,1,1440
Propionibacteriaceae,Friedmanniella,Friedmanniella aerolata,KR869781,1,1430
Propionibacteriaceae,Friedmanniella,Friedmanniella antarctica,Z78206,1,1473
Propionibacteriaceae,Friedmanniella,Friedmanniella capsulata,AF084529,1,1477
Propionibacteriaceae,Friedmanniella,Friedmanniella flava,HQ839787,1,1402
Propionibacteriaceae,Friedmanniella,Friedmanniella lacustris,AJ132943,28,1450
Propionibacteriaceae,Friedmanniella,Friedmanniella lucida,AB445454,1,1420
Propionibacteriaceae,Friedmanniella,Friedmanniella luteola,AB445453,1,1458
Propionibacteriaceae,Friedmanniella,Friedmanniella okinawensis,AB445455,1,1417
Propionibacteriaceae,Friedmanniella,Friedmanniella sagamiharensis,AB445456,1,1495
Propionibacteriaceae,Friedmanniella,Friedmanniella spumicola,AF062535,1,1475
Rhodobacteraceae,Frigidibacter,Frigidibacter albus,KF944301,1,1428
Microbacteriaceae,Frigoribacterium,Frigoribacterium endophyticum,KM114212,1,1523
Microbacteriaceae,Frigoribacterium,Frigoribacterium faeni,Y18807,1,1467
Microbacteriaceae,Frigoribacterium,Frigoribacterium mesophilum,EF466126,1,1476
Orbaceae,Frischella,Frischella perrara,JX878306,1,1534
Flavobacteriaceae,Frondibacter,Frondibacter aureus,AB932598,1,1440
Microbacteriaceae,Frondihabitans,Frondihabitans australicus,DQ525859,1,1433
Microbacteriaceae,Frondihabitans,Frondihabitans cladoniiphilus,FN666417,1,1390
Microbacteriaceae,Frondihabitans,Frondihabitans peucedani,FM998017,1,1430
Microbacteriaceae,Frondihabitans,Frondihabitans sucicola,JX876867,1,1474
Leuconostocaceae,Fructobacillus,Fructobacillus durionis,AJ780981,1,1502
Leuconostocaceae,Fructobacillus,Fructobacillus ficulneus,AF360736,1,1475
Leuconostocaceae,Fructobacillus,Fructobacillus fructosus,AF360737,1,1475
Leuconostocaceae,Fructobacillus,Fructobacillus pseudoficulneus,AY169967,1,1494
Leuconostocaceae,Fructobacillus,Fructobacillus tropaeoli,AB542054,1,1519
Halobacteroidaceae,Fuchsiella,Fuchsiella alkaliacetigena,HQ828140,1,1491
Halobacteroidaceae,Fuchsiella,Fuchsiella ferrireducens,JX566885,1,1499
Flavobacteriaceae,Fulvibacter,Fulvibacter tottoriensis,AB294107,1,1408
Aurantimonadaceae,Fulvimarina,Fulvimarina manganoxydans,HQ622550,1,1449
Aurantimonadaceae,Fulvimarina,Fulvimarina pelagi,AY178860,1,1442
Rhodanobacteraceae,Fulvimonas,Fulvimonas soli,AJ311653,1,1497
Rhodanobacteraceae,Fulvimonas,Fulvimonas yonginensis,KJ490635,1,1484
Flammeovirgaceae,Fulvitalea,Fulvitalea axinellae,JN699063,1,1244
Flammeovirgaceae,Fulvivirga,Fulvivirga imtechensis,FR687203,1,1411
Flammeovirgaceae,Fulvivirga,Fulvivirga kasyanovii,DQ836305,1,1364
Unclassified Clostridiales,Fusibacter,Fusibacter bizertensis,KJ420408,1,1516
Unclassified Clostridiales,Fusibacter,Fusibacter fontis,LM999901,1,1524
Unclassified Clostridiales,Fusibacter,Fusibacter paucivorans,AF050099,1,1525
Unclassified Clostridiales,Fusibacter,Fusibacter tunisiensis,FR851323,1,1505
Clostridiaceae,Fusicatenibacter,Fusicatenibacter saccharivorans,AB698910,1,1423
Fusobacteriaceae,Fusobacterium,Fusobacterium canifelinum,AY162221,1,1458
Fusobacteriaceae,Fusobacterium,Fusobacterium equinum,AJ295750,1,1472
Fusobacteriaceae,Fusobacterium,Fusobacterium gonidiaformans,X55410,1,1333
Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,AJ867032,1,1495
Fusobacteriaceae,Fusobacterium,Fusobacterium necrogenes,AJ867034,1,1455
Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum subsp. funduliforme,AB525413,1,1469
Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum subsp. necrophorum,AJ867039,1,1455
Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum subsp. animalis,X55404,1,1331
Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum subsp. fusiforme,X55403,1,1331
Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum subsp. nucleatum,AE009951,2047107,2048608
Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum subsp. polymorphum,AF287812,1,1442
Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum subsp. vincentii,AABF01000111,2354,3854
Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,M58684,1,1457
Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum,X55405,1,1331
Fusobacteriaceae,Fusobacterium,Fusobacterium russii,M58681,1,1451
Fusobacteriaceae,Fusobacterium,Fusobacterium simiae,M58685,1,1466
Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,X55412,1,1333
Fusobacteriaceae,Fusobacterium,Fusobacterium varium,AJ867036,1,1493
Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter aestuarii,GU552681,1,1458
Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter aquiaggeris,KR424451,1,1438
Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter lutimaris,JF739861,1,1440
Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter marinus,EF108219,1,1466
Flavobacteriaceae,Gaetbulibacter,Gaetbulibacter saemankumensis,AY883937,1,1474
Gaiellaceae,Gaiella,Gaiella occulta,JF423906,1,1544
Flavobacteriaceae,Galbibacter,Galbibacter marinus,EU928746,1,1484
Flavobacteriaceae,Galbibacter,Galbibacter mesophilus,AB255367,1,1442
Microbacteriaceae,Galbitalea,Galbitalea soli,JX876866,1,1467
Piscirickettsiaceae,Galenea,Galenea microaerophila,JQ080912,1,1449
Unclassified Gammaproteobacteria,Gallaecimonas,Gallaecimonas pentaromativorans,FM955224,1,1386
Unclassified Gammaproteobacteria,Gallaecimonas,Gallaecimonas xiamenensis,JQ666155,1,1506
Pasteurellaceae,Gallibacterium,Gallibacterium anatis,AF228001,1,1471
Pasteurellaceae,Gallibacterium,Gallibacterium melopsittaci,EU423985,1,1365
Pasteurellaceae,Gallibacterium,Gallibacterium salpingitidis,L06078,1,1490
Pasteurellaceae,Gallibacterium,Gallibacterium trehalosifermentans,EU339199,1,1369
Unclassified Clostridiales,Gallicola,Gallicola barnesae,AB038361,1,1357
Flavobacteriaceae,Gangjinia,Gangjinia marincola,FJ463655,1,1479
Eubacteriaceae,Garciella,Garciella nitratireducens,AY176772,1,1471
Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,M58744,1,1475
Micrococcaceae,Garicola,Garicola koreensis,JX152781,1,1459
Flavobacteriaceae,Gelidibacter,Gelidibacter algens,U62914,1,1478
Flavobacteriaceae,Gelidibacter,Gelidibacter gilvus,AF001369,1,1445
Flavobacteriaceae,Gelidibacter,Gelidibacter mesophilus,AJ344133,1,1511
Flavobacteriaceae,Gelidibacter,Gelidibacter salicanalis,AY694009,1,1379
Flavobacteriaceae,Gelidibacter,Gelidibacter sediminis,KP015830,1,1510
Thermoanaerobacteraceae,Gelria,Gelria glutamica,AF321086,1,1725
Unclassified Bacillales,Gemella,Gemella asaccharolytica,EU427463,1,1403
Unclassified Bacillales,Gemella,Gemella bergeri,Y13365,1,1508
Unclassified Bacillales,Gemella,Gemella cuniculi,AJ251987,1,1451
Unclassified Bacillales,Gemella,Gemella haemolysans,L14326,1,1537
Unclassified Bacillales,Gemella,Gemella morbillorum,L14327,1,1536
Unclassified Bacillales,Gemella,Gemella palaticanis,Y17280,1,1375
Unclassified Bacillales,Gemella,Gemella sanguinis,Y13364,1,1510
Unclassified Alphaproteobacteria,Geminicoccus,Geminicoccus roseus,AM403172,1,1352
Planctomycetaceae,Gemmata,Gemmata obscuriglobus,X56305,1,1491
Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca,AB072735,1,1446
Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,KF481682,1,1525
Hyphomicrobiaceae,Gemmiger,Gemmiger formicilis,GU562446,1,1426
Rhodobacteraceae,Gemmobacter,Gemmobacter aquaticus,EU313813,1,1333
Rhodobacteraceae,Gemmobacter,Gemmobacter aquatilis,FR733676,1,1454
Rhodobacteraceae,Gemmobacter,Gemmobacter caeni,FJ386516,1,1435
Rhodobacteraceae,Gemmobacter,Gemmobacter fontiphilus,FJ906694,1,1405
Rhodobacteraceae,Gemmobacter,Gemmobacter intermedius,KM407667,1,1344
Rhodobacteraceae,Gemmobacter,Gemmobacter lanyuensis,JN104393,1,1404
Rhodobacteraceae,Gemmobacter,Gemmobacter megaterium,JN620361,1,1428
Rhodobacteraceae,Gemmobacter,Gemmobacter nanjingensis,EU289803,1,1334
Rhodobacteraceae,Gemmobacter,Gemmobacter nectariphilus,AB101543,1,1386
Rhodobacteraceae,Gemmobacter,Gemmobacter tilapiae,HQ111526,1,1402
Geobacteraceae,Geoalkalibacter,Geoalkalibacter ferrihydriticus,DQ309326,1,1504
Geobacteraceae,Geoalkalibacter,Geoalkalibacter subterraneus,EU182247,1,1555
Bacillaceae,Geobacillus,Geobacillus caldoxylosilyticus,AF067651,1,1516
Bacillaceae,Geobacillus,Geobacillus gargensis,FR749979,1,1550
Bacillaceae,Geobacillus,Geobacillus icigianus,KF631430,1,1306
Bacillaceae,Geobacillus,Geobacillus jurassicus,AY312404,1,1520
Bacillaceae,Geobacillus,Geobacillus kaustophilus,X60618,7,1431
Bacillaceae,Geobacillus,Geobacillus lituanicus,AY044055,1,1523
Bacillaceae,Geobacillus,Geobacillus stearothermophilus,AB021196,1,1523
Bacillaceae,Geobacillus,Geobacillus subterraneus,AF276306,1,1495
Bacillaceae,Geobacillus,Geobacillus subterraneus subsp. aromaticivorans,HE613733,1,1546
Bacillaceae,Geobacillus,Geobacillus thermantarcticus,FR749957,1,1551
Bacillaceae,Geobacillus,Geobacillus thermocatenulatus,AY608935,1,1561
Bacillaceae,Geobacillus,Geobacillus thermodenitrificans subsp. calidus,EU477773,1,1400
Bacillaceae,Geobacillus,Geobacillus thermodenitrificans subsp. thermodenitrificans,AY608961,1,1560
Bacillaceae,Geobacillus,Geobacillus thermoglucosidasius,AY608981,1,1562
Bacillaceae,Geobacillus,Geobacillus thermoleovorans,Z26923,1,1518
Bacillaceae,Geobacillus,Geobacillus toebii,AF326278,1,1511
Bacillaceae,Geobacillus,Geobacillus uzenensis,AF276304,1,1463
Bacillaceae,Geobacillus,Geobacillus vulcani,AJ293805,1,1532
Geobacteraceae,Geobacter,Geobacter anodireducens,KF006333,1,1457
Geobacteraceae,Geobacter,Geobacter argillaceus,DQ145534,1,1461
Geobacteraceae,Geobacter,Geobacter bemidjiensis,AY187307,1,1354
Geobacteraceae,Geobacter,Geobacter bremensis,U96917,1,1475
Geobacteraceae,Geobacter,Geobacter chapellei,U41561,1,1472
Geobacteraceae,Geobacter,Geobacter daltonii,EU660516,1,1424
Geobacteraceae,Geobacter,Geobacter grbiciae,AF335183,1,1542
Geobacteraceae,Geobacter,Geobacter hydrogenophilus,U28173,1,1418
Geobacteraceae,Geobacter,Geobacter lovleyi,AY914177,1,1478
Geobacteraceae,Geobacter,Geobacter luticola,AB682759,1,1478
Geobacteraceae,Geobacter,Geobacter metallireducens,L07834,1,1546
Geobacteraceae,Geobacter,Geobacter pelophilus,U96918,1,1475
Geobacteraceae,Geobacter,Geobacter pickeringii,DQ145535,1,1508
Geobacteraceae,Geobacter,Geobacter psychrophilus,AY653549,1,1490
Geobacteraceae,Geobacter,Geobacter soli,KJ620987,1,1518
Geobacteraceae,Geobacter,Geobacter sulfurreducens subsp. ethanolicus,AB762695,1,1478
Geobacteraceae,Geobacter,Geobacter sulfurreducens subsp. sulfurreducens,U13928,1,1408
Geobacteraceae,Geobacter,Geobacter thiogenes,AF223382,1,1521
Geobacteraceae,Geobacter,Geobacter toluenoxydans,EU711072,1,1440
Geobacteraceae,Geobacter,Geobacter uraniireducens,EF527427,1,1359
Geodermatophilaceae,Geodermatophilus,Geodermatophilus africanus,HE654550,1,1511
Geodermatophilaceae,Geodermatophilus,Geodermatophilus amargosae,HF679056,1,1513
Geodermatophilaceae,Geodermatophilus,Geodermatophilus arenarius,HE654547,1,1511
Geodermatophilaceae,Geodermatophilus,Geodermatophilus brasiliensis,DQ029102,1,1492
Geodermatophilaceae,Geodermatophilus,Geodermatophilus bullaregiensis,LN626271,1,1458
Geodermatophilaceae,Geodermatophilus,Geodermatophilus dictyosporus,HF970584,1,1517
Geodermatophilaceae,Geodermatophilus,Geodermatophilus nigrescens,JN656711,1,1524
Geodermatophilaceae,Geodermatophilus,Geodermatophilus normandii,HE654546,1,1469
Geodermatophilaceae,Geodermatophilus,Geodermatophilus obscurus,X92356,1,1482
Geodermatophilaceae,Geodermatophilus,Geodermatophilus poikilotrophus,HF970583,1,1514
Geodermatophilaceae,Geodermatophilus,Geodermatophilus ruber,EU438905,1,1449
Geodermatophilaceae,Geodermatophilus,Geodermatophilus sabuli,LN626269,1,1331
Geodermatophilaceae,Geodermatophilus,Geodermatophilus saharensis,HE654551,1,1510
Geodermatophilaceae,Geodermatophilus,Geodermatophilus siccatus,HE654548,1,1472
Geodermatophilaceae,Geodermatophilus,Geodermatophilus soli,JN033772,1,1359
Geodermatophilaceae,Geodermatophilus,Geodermatophilus taihuensis,JX294478,1,1442
Geodermatophilaceae,Geodermatophilus,Geodermatophilus telluris,HE815469,1,1528
Geodermatophilaceae,Geodermatophilus,Geodermatophilus terrae,JN033773,1,1357
Geodermatophilaceae,Geodermatophilus,Geodermatophilus tzadiensis,HE654545,1,1510
Marinilabiliaceae,Geofilum,Geofilum rubicundum,AB362265,1,1440
Archaeoglobaceae,Geoglobus,Geoglobus acetivorans,FJ216404,1,1417
Archaeoglobaceae,Geoglobus,Geoglobus ahangari,AF220165,1,1435
Flavobacteriaceae,Geojedonia,Geojedonia litorea,JX994295,1,1440
Unclassified Bacillales,Geomicrobium,Geomicrobium halophilum,AB449106,1,1479
Unclassified Bacillales,Geomicrobium,Geomicrobium sediminis,KF040368,1,1536
Geobacteraceae,Geopsychrobacter,Geopsychrobacter electrodiphilus,AY187303,1,1493
Bogoriellaceae,Georgenia,Georgenia daeguensis,HQ246163,1,1382
Bogoriellaceae,Georgenia,Georgenia halophila,FJ717681,1,1480
Bogoriellaceae,Georgenia,Georgenia muralis,X94155,1,1417
Bogoriellaceae,Georgenia,Georgenia ruanii,DQ203185,1,1516
Bogoriellaceae,Georgenia,Georgenia satyanarayanai,FN995635,1,1437
Bogoriellaceae,Georgenia,Georgenia sediminis,JX555983,1,1495
Bogoriellaceae,Georgenia,Georgenia soli,FN356976,1,1483
Bogoriellaceae,Georgenia,Georgenia subflava,KP123395,1,1486
Bogoriellaceae,Georgenia,Georgenia thermotolerans,AB436534,1,1480
Rhodocyclaceae,Georgfuchsia,Georgfuchsia toluolica,EF219370,1,1496
Clostridiaceae,Geosporobacter,Geosporobacter subterraneus,DQ643978,1,1627
Geobacteraceae,Geothermobacter,Geothermobacter ehrlichii,AY155599,1,1470
Thermoactinomycetaceae,Geothermomicrobium,Geothermomicrobium terrae,AB859256,1,1506
Holophagaceae,Geothrix,Geothrix fermentans,U41563,1,1448
Petrotogaceae,Geotoga,Geotoga petraea,HM037999,1,1434
Petrotogaceae,Geotoga,Geotoga subterranea,L10659,1,1612
Deferribacteraceae,Geovibrio,Geovibrio ferrireducens,X95744,1,1544
Deferribacteraceae,Geovibrio,Geovibrio thiophilus,AJ299402,1,1474
Enterobacteriaceae,Gibbsiella,Gibbsiella dentisursi,AB566415,1,1535
Enterobacteriaceae,Gibbsiella,Gibbsiella greigii,KF308333,1,1344
Enterobacteriaceae,Gibbsiella,Gibbsiella quercinecans,GU562337,1,1396
Comamonadaceae,Giesbergeria,Giesbergeria anulus,AB074527,1,1475
Comamonadaceae,Giesbergeria,Giesbergeria giesbergeri,AB074522,1,1486
Comamonadaceae,Giesbergeria,Giesbergeria kuznetsovii,AY780907,1,1491
Comamonadaceae,Giesbergeria,Giesbergeria sinuosa,AF078754,1,1491
Comamonadaceae,Giesbergeria,Giesbergeria voronezhensis,AY780905,1,1479
Orbaceae,Gilliamella,Gilliamella apicola,JQ936674,1,1538
Flavobacteriaceae,Gillisia,Gillisia hiemivivida,AY694006,1,1368
Flavobacteriaceae,Gillisia,Gillisia illustrilutea,AY694008,1,1424
Flavobacteriaceae,Gillisia,Gillisia limnaea,AJ440991,1,1483
Flavobacteriaceae,Gillisia,Gillisia marina,JQ764565,1,1441
Flavobacteriaceae,Gillisia,Gillisia mitskevichiae,AY576655,1,1430
Flavobacteriaceae,Gillisia,Gillisia myxillae,DQ202393,1,1411
Flavobacteriaceae,Gillisia,Gillisia sandarakina,AY694007,1,1457
Flavobacteriaceae,Gilvibacter,Gilvibacter sediminis,AB255368,1,1461
Cellvibrionaceae,Gilvimarinus,Gilvimarinus chinensis,DQ822530,1,1442
Cellvibrionaceae,Gilvimarinus,Gilvimarinus polysaccharolyticus,HM437226,1,1503
Planctomycetaceae,Gimesia,Gimesia maris,AJ231184,1,1504
Alteromonadaceae,Glaciecola,Glaciecola nitratireducens,AY787042,1,1397
Alteromonadaceae,Glaciecola,Glaciecola pallidula,U85854,1,1475
Alteromonadaceae,Glaciecola,Glaciecola punicea,U85853,1,1506
Microbacteriaceae,Glaciibacter,Glaciibacter superstes,AB378301,1,1498
Microbacteriaceae,Glaciihabitans,Glaciihabitans tibetensis,KC256953,1,1480
Oxalobacteraceae,Glaciimonas,Glaciimonas alpina,HM756647,1,1525
Oxalobacteraceae,Glaciimonas,Glaciimonas frigoris,JX545209,1,1525
Oxalobacteraceae,Glaciimonas,Glaciimonas immobilis,GU441679,1,1525
Oxalobacteraceae,Glaciimonas,Glaciimonas singularis,JX218021,1,1507
Aerococcaceae,Globicatella,Globicatella sulfidifaciens,AJ297627,1,1490
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter aggeris,AB778526,1,1414
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter asukensis,AB627120,1,1418
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter azotocaptans,AF192761,1,1447
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter diazotrophicus,X75618,1,1485
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter entanii,AJ251110,1,1484
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter johannae,AF111841,1,1447
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter liquefaciens,X75617,1,1483
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter sacchari,AF127407,1,1427
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter takamatsuzukensis,AB778531,1,1416
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter tumulicola,AB627116,1,1418
Acetobacteraceae,Gluconacetobacter,Gluconacetobacter tumulisoli,AB778530,1,1414
Acetobacteraceae,Gluconobacter,Gluconobacter albidus,AB178392,1,1409
Acetobacteraceae,Gluconobacter,Gluconobacter cerevisiae,HG329624,1,1436
Acetobacteraceae,Gluconobacter,Gluconobacter cerinus,AB178406,1,1409
Acetobacteraceae,Gluconobacter,Gluconobacter frateurii,X82290,1,1476
Acetobacteraceae,Gluconobacter,Gluconobacter japonicus,AB253435,1,1406
Acetobacteraceae,Gluconobacter,Gluconobacter kanchanaburiensis,AB459530,1,1409
Acetobacteraceae,Gluconobacter,Gluconobacter kondonii,AB178405,1,1409
Acetobacteraceae,Gluconobacter,Gluconobacter nephelii,AB540148,1,1430
Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,X73820,1,1476
Acetobacteraceae,Gluconobacter,Gluconobacter roseus,AB178429,1,1409
Acetobacteraceae,Gluconobacter,Gluconobacter sphaericus,AB178431,1,1409
Acetobacteraceae,Gluconobacter,Gluconobacter thailandicus,AB128050,1,1441
Acetobacteraceae,Gluconobacter,Gluconobacter uchimurae,AB193244,1,1427
Acetobacteraceae,Gluconobacter,Gluconobacter wancherniae,AB511060,1,1409
Micrococcaceae,Glutamicibacter,Glutamicibacter ardleyensis,AJ551163,1,1488
Micrococcaceae,Glutamicibacter,Glutamicibacter arilaitensis,AJ609628,1,1459
Micrococcaceae,Glutamicibacter,Glutamicibacter bergerei,AJ609630,1,1468
Micrococcaceae,Glutamicibacter,Glutamicibacter creatinolyticus,D88211,1,1386
Micrococcaceae,Glutamicibacter,Glutamicibacter mysorens,AJ617482,1,1491
Micrococcaceae,Glutamicibacter,Glutamicibacter nicotianae,X80739,1,1472
Micrococcaceae,Glutamicibacter,Glutamicibacter protophormiae,X80745,1,1473
Micrococcaceae,Glutamicibacter,Glutamicibacter soli,EF660748,1,1401
Micrococcaceae,Glutamicibacter,Glutamicibacter uratoxydans,X83410,1,1484
Hyphomonadaceae,Glycocaulis,Glycocaulis abyssi,AJ227811,1,1422
Hyphomonadaceae,Glycocaulis,Glycocaulis albus,KF112836,1,1389
Hyphomonadaceae,Glycocaulis,Glycocaulis alkaliphilus,KC222643,1,1389
Glycomycetaceae,Glycomyces,Glycomyces albus,AB857718,1,1366
Glycomycetaceae,Glycomyces,Glycomyces algeriensis,AY462044,1,1495
Glycomycetaceae,Glycomyces,Glycomyces arizonensis,AY462042,1,1499
Glycomycetaceae,Glycomyces,Glycomyces artemisiae,JN408755,1,1487
Glycomycetaceae,Glycomyces,Glycomyces endophyticus,EU200681,1,1456
Glycomycetaceae,Glycomyces,Glycomyces fuscus,AB857717,1,1532
Glycomycetaceae,Glycomyces,Glycomyces halotolerans,HQ651156,1,1431
Glycomycetaceae,Glycomyces,Glycomyces harbinensis,D85483,1,1487
Glycomycetaceae,Glycomyces,Glycomyces lechevalierae,AY462041,1,1507
Glycomycetaceae,Glycomyces,Glycomyces mayteni,EU814511,1,1415
Glycomycetaceae,Glycomyces,Glycomyces phytohabitans,JQ819256,1,1436
Glycomycetaceae,Glycomyces,Glycomyces rutgersensis,AJ293748,1,1522
Glycomycetaceae,Glycomyces,Glycomyces sambucus,DQ460469,1,1410
Glycomycetaceae,Glycomyces,Glycomyces scopariae,EU200682,1,1387
Glycomycetaceae,Glycomyces,Glycomyces tarimensis,KC112995,1,1481
Glycomycetaceae,Glycomyces,Glycomyces tenuis,D85482,1,1489
